"iso","stable","loss","gain","disturb","net","change","gfw_area__ha"
"USA",237725811.800000011920929,17472750.870000001043081,13986759.490000000223517,28365368.839999999850988,-3485991.379999999888241,-1.229349970817566,947301496.74622
"UZB",154547.856300000014016,3494.647046000000046,43149.217550000001211,147.411639900000011,39654.570500000001630,25.067699432373047,44755552.4691354
"VAT",12.499555620000001,0E-15,0.057601062000000,0E-15,0.057601062000000,0.460822999477386,52.672335982573
"VCT",30990.397880000000441,885.141128800000047,126.819763600000002,427.387713799999972,-758.321365199999946,-2.347529888153076,39794.5401713476
"VEN",51803026.079999998211861,1860299.206000000005588,491357.732900000002701,1332976.395000000018626,-1368941.472999999998137,-2.489150047302246,91249271.878181
"VGB",7322.528540000000248,150.397490900000008,23.896768099999999,383.143236000000002,-126.500722800000005,-1.610229969024658,16935.6707119457
"VIR",17079.678690000000643,895.208057000000053,209.241097800000006,1703.141309999999976,-685.966959200000019,-3.485960006713867,36215.980360652
"VNM",13636990.640000000596046,1650186.838999999919906,1004759.743000000016764,5231239.367999999783933,-645427.096600000048056,-3.145600080490112,32927630.6411528
"VUT",1130094.604999999981374,4005.148452999999790,302.552143999999998,20493.746979999999894,-3702.596309000000019,-0.320684999227524,1231898.56644337
"XAD",212.798559200000000,33.872429529999998,41.999798960000000,10.108009230000000,8.127369434000000,3.165119886398315,23445.7026225853
"XCA",1132.917220999999927,285.752103099999999,300.243945300000007,0.348377637000000,14.491842260000000,1.021260023117065,37158195.5770825
"XCL",0E-15,0E-15,0E-15,0E-15,0E-15,"",1009.73004401524
"XKO",393329.931900000025053,14130.406929999999193,9293.232271999999284,23436.379550000001473,-4837.174656000000141,-1.122580051422119,1091980.13484293
"XNC",28003.516419999999925,845.911436500000036,1628.395563000000038,256.793831899999986,782.484126599999968,2.688380002975464,331396.484505771
"XSP",0E-15,0E-15,0E-15,0E-15,0E-15,"",187.468547373013
"YEM",99828.013890000001993,28.268201309999998,7046.684871000000385,3.925498438000000,7018.416669999999613,7.028240203857422,45223814.3677222
"ZAF",5800976.495000000111759,530016.497500000055879,388239.980299999995623,1280110.905999999959022,-141776.517200000002049,-1.862759947776794,121970907.71935
"ZMB",34159461.780000001192093,3640266.871999999973923,768156.052600000053644,1514003.688000000081956,-2872110.819000000134110,-7.305620193481445,75049044.8392459
"ZWE",6028288.555999999865890,550426.929899999988265,151988.848700000002282,161937.625000000000000,-398438.081200000015087,-5.910970211029053,39068069.6821659
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",22340.273592683
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",1110054435.34097
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",7757.30543723487
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",1370.97440840857
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",26131.5220341371
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",13961.0344745297
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",215088129.348361
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",54979.4318569322
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",36303.3822247101
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",6444.76730057272
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",101208.208529706
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",30028.275878876
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",50413.19399826
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",4063.42422036034
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",26667.0097222668
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",5419.39748394065
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",405338.029790521
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",409670.038588055
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",41122.7105451199
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",1566.71419829632
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",76341.8089041564
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",15574.0862062998
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",285335.946884522
"",0E-15,0E-15,0E-15,0E-15,0E-15,"",1967.75403393719
